TimeLeft,StrideLeft(cm),ContactTimeLeft(s),Left0,Left1,Left2,Left3,Left4,LPeak1,LPTime1,LPeak2,LPTime2,LPeak3,LPTime3,LPeak4,LPTime4,LPeak5,LPTime5,TIL0_1,TIL1_2,TIL2_3,TIL3_4,,TimeRight,StrideRight,ContactTimeRight,Right0,Right1,Right2,Right3,Right4,RPeak1,RPTime1,RPeak2,RPTime2,RPeak3,RPTime3,RPeak4,RPTime4,RPeak5,RPTime5,TIR0_1,TIR1_2,TIR2_3,TIR3_4
,,,,,,,,,,,,,,,,,,,,,,,319.653374921,561.0103565,6.85418055,5,3,4,2,1,978,5.929168818,948,6.429099866,941,6.379104684,935,6.211456198,885,6.130770947,0.137772377,0.099220068,0.050114236,0.299172989
,,,,,,,,,,,,,,,,,,,,,,,319.758653631,17.102540249999997,0.022103368,0,0,0,0,1,2000,5.929168818,2000,6.429099866,2000,6.379104684,2000,6.211456198,1016,0.015645823,-6.799582384,0.099220068,0.050114236,0.299172989
,,,,,,,,,,,,,,,,,,,,,,,319.812613164,20.39507908333334,0.03655357,0,0,0,0,1,2000,5.929168818,2000,6.429099866,2000,6.379104684,2000,6.211456198,1015,0.012546521,-6.83909285,0.099220068,0.050114236,0.299172989
,,,,,,,,,,,,,,,,,,,,,,,320.166365442,27.72770608333333,0.302313709,0,0,0,0,1,2000,5.929168818,2000,6.429099866,2000,6.379104684,2000,6.211456198,1014,0.270665737,-6.927084374,0.099220068,0.050114236,0.299172989
320.371347859,57.19460916666667,0.840029786,0,0,1,2,3,2000,0.01835609,2000,1.4582E-4,998,0.280328657,980,0.157905382,991,0.759594656,0.013810255,2.6906E-4,-6.644037346,0.034984014,,,,,,,,,,,,,,,,,,,,,,,,
321.158260999,76.72267116666666,0.01993495,0,0,0,0,1,2000,0.01835609,2000,1.4582E-4,2000,0.280328657,2000,0.157905382,1018,0.013415691,-1.593197109,2.6906E-4,-6.644037346,0.034984014,,,,,,,,,,,,,,,,,,,,,,,,
322.115715687,113.11419033333333,0.540692197,4,5,3,2,1,970,0.299249574,947,0.047651902,969,0.200656572,978,0.151592333,912,0.040763867,0.021681634,0.034648328,0.083956016,0.116291321,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,322.802325168,202.43387208333334,2.584670373,5,3,4,2,1,964,2.313818357,947,2.35827128,938,2.176577739,901,0.317367988,886,1.057414449,0.019849707,0.018530435,2.81551E-4,0.097346578
,,,,,,,,,,,,,,,,,,,,,,,322.971561205,25.470922333333338,0.019048356,0,0,0,0,1,2000,2.313818357,2000,2.35827128,2000,2.176577739,2000,0.317367988,1015,0.012823984,-2.715007826,0.018530435,2.81551E-4,0.097346578
323.840364751,28.427730333333333,1.193503451,0,1,3,2,4,2000,0.299249574,972,0.019916281,999,0.116394334,959,0.291286765,962,0.032869163,0.013961239,0.024387299,0.789253939,-1.642861359,,,,,,,,,,,,,,,,,,,,,,,,
323.964398358,72.57593041666667,0.105494745,0,0,0,0,1,2000,0.299249574,2000,0.019916281,2000,0.116394334,2000,0.291286765,1013,0.020289873,-1.19808269,0.024387299,0.789253939,-1.642861359,,,,,,,,,,,,,,,,,,,,,,,,
324.016309564,83.96947741666665,0.02068052,0,0,0,0,1,2000,0.299249574,2000,0.019916281,2000,0.116394334,2000,0.291286765,1016,0.01420216,-1.334805254,0.024387299,0.789253939,-1.642861359,,,,,,,,,,,,,,,,,,,,,,,,
324.422970483,112.07210575000002,0.090112481,0,0,0,0,1,2000,0.299249574,2000,0.019916281,2000,0.116394334,2000,0.291286765,973,0.072173751,-1.672036794,0.024387299,0.789253939,-1.642861359,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,324.545761306,126.45505333333332,1.55776732,5,3,4,2,1,969,0.402924593,947,0.252566907,945,0.422418718,904,0.136562195,887,0.771105693,0.925349733,0.018229023,6.20647E-4,0.103118715
325.199983388,44.950278833333336,0.694530519,4,5,2,1,3,971,0.356704104,928,0.067392352,981,0.200793108,979,0.203547778,1012,3.3625E-4,0.019891522,0.183810884,0.016008163,0.067927245,,,,,,,,,,,,,,,,,,,,,,,,
326.285329309,90.66359275,0.152509019,0,0,0,0,1,2000,0.356704104,2000,0.067392352,2000,0.200793108,2000,0.203547778,937,0.119708108,-1.607474937,0.183810884,0.016008163,0.067927245,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,326.957113174,107.53849466666668,1.912254811,5,3,4,2,1,965,0.25070681,956,0.51756255,936,0.498195601,916,0.900820248,896,0.155571488,0.137962343,0.066207759,0.084244153,0.032168766
327.147776276,54.605523500000004,0.812458035,3,4,1,2,0,957,0.20181809,932,0.066338501,983,0.554418123,969,0.305628229,2000,0.119708108,0.014530777,0.305186698,0.135681377,-1.99762632,,,,,,,,,,,,,,,,,,,,,,,,
327.751402135,61.557186,0.022130641,0,0,0,0,1,2000,0.20181809,2000,0.066338501,2000,0.554418123,2000,0.305628229,951,0.01489782,-1.379421737,0.305186698,0.135681377,-1.99762632,,,,,,,,,,,,,,,,,,,,,,,,
328.640218573,88.57034016666667,0.586789728,3,5,2,1,4,965,0.267227573,945,0.117511556,976,0.234065963,976,0.069771102,1011,0.014538012,0.019681114,0.117862492,0.001103011,0.148800858,,,,,,,,,,,,,,,,,,,,,,,,
329.278210246,179.23737266666666,0.136777227,0,0,0,0,1,2000,0.267227573,2000,0.117511556,2000,0.234065963,2000,0.069771102,941,0.118171496,-1.068323276,0.117862492,0.001103011,0.148800858,,,,,,,,,,,,,,,,,,,,,,,,
329.382539519,194.66336158333337,0.055981528,0,0,0,0,1,2000,0.267227573,2000,0.117511556,2000,0.234065963,2000,0.069771102,888,0.038083381,-1.253435143,0.117862492,0.001103011,0.148800858,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,329.448156657,203.3772593333333,2.457571144,5,1,3,2,4,1002,0.318049762,978,2.23634277,974,2.19574806,943,2.15294876,894,1.644661061,0.016405091,0.024289523,0.016482975,1.944303641
330.560352423,7.570049083333332,1.129239551,4,5,3,2,1,946,0.533062307,939,0.06723392,971,0.739375967,981,0.172245346,899,0.016641908,0.022702209,0.066934189,0.071474983,0.18294855,,,,,,,,,,,,,,,,,,,,,,,,
331.961627217,161.30267999999998,0.504042882,4,0,3,1,2,997,0.183639628,2000,0.06723392,982,0.216652406,976,0.172048292,919,0.022302368,0.015032264,0.005525696,0.167516076,-1.870486854,,,,,,,,,,,,,,,,,,,,,,,,
332.83207212,268.6704295833333,0.086074479,0,0,0,0,1,2000,0.183639628,2000,0.06723392,2000,0.216652406,2000,0.172048292,968,0.071394065,-1.273380731,0.005525696,0.167516076,-1.870486854,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,332.969895829,282.8003714166667,3.447942703,5,3,4,2,1,983,2.140483875,977,2.224248511,962,0.250111579,929,0.250697554,888,2.523751599,1.054393418,0.04917554,4.56636E-4,0.099286578
,,,,,,,,,,,,,,,,,,,,,,,333.054701055,9.964131666666665,0.019572793,0,0,0,0,1,2000,2.140483875,2000,2.224248511,2000,0.250111579,2000,0.250697554,1016,0.013560954,-2.458780619,0.04917554,4.56636E-4,0.099286578
,,,,,,,,,,,,,,,,,,,,,,,333.207829434,12.946541666666667,0.136912759,0,0,0,0,1,2000,2.140483875,2000,2.224248511,2000,0.250111579,2000,0.250697554,1015,0.118799579,-2.494569539,0.04917554,4.56636E-4,0.099286578
