Time,inByte1_0,inByte1_1,inByte1_2,inByte1_3,inByte1_4,inByte2_0,inByte2_1,inByte2_2,inByte2_3,inByte2_4
25,1023,1023,1021,1023,1023,1023,1020,1017,1016,1019
25,1023,1023,1022,1023,1023,1023,1020,1017,1016,1019
15,1023,1023,1022,1023,1023,1022,1019,1017,1016,1019
15,1023,1023,1022,1023,1023,1021,1019,1017,1016,1020
25,1023,1023,1021,1022,1023,1021,1019,1017,1016,1020
25,1023,1023,1023,1023,1023,1021,1019,1017,1016,1020
25,1023,1023,1023,1023,1023,1021,1019,1017,1016,1020
15,1023,1023,1023,1023,1023,1021,1019,1017,1016,1017
15,1023,1023,1023,1023,1023,1015,1019,1017,1017,1017
25,1023,1023,1023,1022,1022,1015,1019,1017,1017,1017
25,1020,1022,1023,1023,1023,1015,1019,1017,1017,1017
15,1020,1022,1023,1023,1023,1021,1023,1018,1017,1015
15,1020,1022,1023,1023,1023,1020,1022,1020,1017,1015
25,1023,1023,1023,1022,1023,1020,1022,1020,1017,1015
25,1023,1023,1023,1022,1022,1020,1022,1020,1017,1015
25,1023,1023,1023,1023,1023,1020,1022,1020,1017,1015
15,1023,1023,1023,1023,1023,1023,1023,1019,1018,1018
15,1023,1023,1023,1023,1023,1022,1023,1017,1018,1017
15,1023,1023,1023,1023,1023,1015,1014,1022,1021,1021
25,1020,1023,1023,1023,1021,1015,1014,1022,1021,1021
25,1023,1023,1023,1023,1021,1015,1014,1022,1021,1021
15,1023,1023,1023,1023,1021,1015,1013,1018,1018,1017
15,1023,1023,1023,1023,1021,1022,1021,1023,1019,1017
25,1023,1023,1023,1023,1022,1022,1021,1023,1019,1017
25,1023,1023,1023,1023,1022,1022,1021,1023,1019,1017
15,1023,1023,1023,1023,1022,1022,1019,1022,1019,1017
15,1023,1023,1023,1023,1022,1021,1021,1021,1019,1017
25,1023,1023,1023,1023,1023,1021,1021,1021,1019,1017
25,1022,1023,1023,1023,1023,1021,1021,1021,1019,1017
15,1022,1023,1023,1023,1023,1021,1021,1021,1019,1017
15,1022,1023,1023,1023,1023,1021,1021,1020,1019,1017
15,1022,1023,1023,1023,1023,1021,1020,1023,1023,1018
25,1023,1023,1023,1023,1023,1021,1020,1023,1023,1018
25,1023,1022,1023,1023,1023,1021,1020,1023,1023,1018
15,1023,1022,1023,1023,1023,1015,1015,1016,1015,1017
25,1023,1023,1023,1023,1023,1015,1015,1016,1015,1017
25,1019,1022,1023,1023,1023,1015,1015,1016,1015,1017
15,1019,1022,1023,1023,1023,1021,1021,1021,1022,1019
15,1019,1022,1023,1023,1023,1021,1021,1021,1021,1019
15,1019,1022,1023,1023,1023,1021,1021,1021,1021,1019
25,1022,1023,1023,1023,1023,1021,1021,1021,1021,1019
25,1023,1023,1023,1023,1023,1021,1021,1021,1021,1019
25,1023,1023,1023,1023,1023,1021,1021,1021,1021,1019
25,1023,1023,1020,1023,1023,1021,1021,1021,1021,1019
15,1023,1023,1020,1023,1023,1015,1015,1015,1015,1022
15,1023,1023,1020,1023,1023,1021,1021,1021,1021,1022
15,1023,1023,1020,1023,1023,1018,1015,1014,1016,1013
15,1023,1023,1020,1023,1023,1023,1023,1023,1023,1023
25,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
25,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
15,1023,1023,1023,1023,1023,1021,1021,1020,1023,1023
15,1023,1023,1023,1023,1023,1021,1021,1021,1023,1023
15,1023,1023,1023,1023,1023,1021,1021,1021,1021,1021
25,1023,1023,1023,1023,1023,1021,1021,1021,1021,1021
25,1023,1022,1023,1023,1023,1021,1021,1021,1021,1021
25,1023,1023,1023,1023,1023,1021,1021,1021,1021,1021
25,1023,1023,1023,1023,1023,1021,1021,1021,1021,1021
15,1023,1023,1023,1023,1023,1020,1018,1015,1015,1015
15,1023,1023,1023,1023,1023,1022,1021,1021,1021,1021
25,1023,1023,1023,1023,1023,1022,1021,1021,1021,1021
25,1023,1023,1021,1022,1023,1022,1021,1021,1021,1021
15,1023,1023,1021,1022,1023,1017,1021,1021,1020,1021
15,1023,1023,1021,1022,1023,1021,1021,1021,1021,1020
15,1023,1023,1021,1022,1023,1019,1017,1015,1015,1014
15,1023,1023,1021,1022,1023,1017,1021,1021,1020,1023
25,1022,1023,1023,1023,1023,1017,1021,1021,1020,1023
25,1022,1023,1023,1023,1023,1017,1021,1021,1020,1023
25,1023,1023,1023,1023,1022,1017,1021,1021,1020,1023
15,1023,1023,1023,1023,1022,1017,1021,1021,1021,1021
25,1023,1023,1023,1023,1023,1017,1021,1021,1021,1021
25,1023,1023,1023,1023,1023,1017,1021,1021,1021,1021
15,1023,1023,1023,1023,1023,1021,1021,1021,1021,1021
15,1023,1023,1023,1023,1023,1021,1017,1021,1021,1021
15,1023,1023,1023,1023,1023,1019,1019,1017,1015,1015
15,1023,1023,1023,1023,1023,1021,1022,1021,1021,1021
25,1023,1023,1023,1023,1023,1021,1022,1021,1021,1021
25,1023,1023,1023,1023,1022,1021,1022,1021,1021,1021
25,1023,1023,1023,1023,1023,1021,1022,1021,1021,1021
25,1023,1023,1023,1023,1023,1021,1022,1021,1021,1021
16,1023,1023,1023,1023,1023,1020,1022,1021,1021,1021
16,1023,1023,1023,1023,1023,1019,1019,1020,1018,1016
25,1023,1022,1023,1023,1023,1019,1019,1020,1018,1016
16,1023,1022,1023,1023,1023,1019,1019,1019,1018,1014
25,1023,1023,1023,1023,1023,1019,1019,1019,1018,1014
26,1023,1023,1023,1023,1023,1019,1019,1019,1018,1014
16,1023,1023,1023,1023,1023,1020,1021,1017,1021,1021
16,1023,1023,1023,1023,1023,1023,1020,1021,1018,1021
16,1023,1023,1023,1023,1023,1017,1021,1023,1021,1021
26,1023,1023,1023,1023,1022,1017,1021,1023,1021,1021
26,1023,1022,1023,1023,1023,1017,1021,1023,1021,1021
26,1022,1023,1022,1023,1023,1017,1021,1023,1021,1021
26,1023,1023,1023,1023,1023,1017,1021,1023,1021,1021
16,1023,1023,1023,1023,1023,1017,1019,1019,1019,1018
16,1023,1023,1023,1023,1023,1016,1019,1019,1019,1018
16,1023,1023,1023,1023,1023,1016,1018,1021,1017,1021
26,1023,1023,1023,1023,1023,1016,1018,1021,1017,1021
26,1023,1023,1023,1023,1023,1016,1018,1021,1017,1021
16,1023,1023,1023,1023,1023,1021,1021,1021,1020,1023
16,1023,1023,1023,1023,1023,1018,1022,1021,1020,1021
26,1021,1022,1023,1022,1023,1018,1022,1021,1020,1021
26,1021,1023,1023,1023,1023,1018,1022,1021,1020,1021
26,1021,1023,1023,1023,1023,1018,1022,1021,1020,1021
26,1022,1022,1023,1023,1023,1018,1022,1021,1020,1021
16,1022,1022,1023,1023,1023,1017,1018,1019,1019,1020
16,1022,1022,1023,1023,1023,1017,1015,1017,1022,1017
16,1022,1022,1023,1023,1023,1017,1018,1020,1018,1021
16,1022,1022,1023,1023,1023,1017,1016,1019,1019,1019
26,1023,1023,1023,1023,1023,1017,1016,1019,1019,1019
26,1023,1022,1023,1023,1023,1017,1016,1019,1019,1019
16,1023,1022,1023,1023,1023,1018,1018,1021,1021,1018
16,1023,1022,1023,1023,1023,1017,1017,1022,1019,1019
26,1023,1022,1023,1023,1023,1017,1017,1022,1019,1019
16,1023,1022,1023,1023,1023,1019,1018,1019,1021,1022
16,1023,1022,1023,1023,1023,1019,1017,1016,1018,1018
26,1023,1021,1022,1023,1022,1019,1017,1016,1018,1018
26,1023,1022,1023,1023,1023,1019,1017,1016,1018,1018
16,1023,1022,1023,1023,1023,1019,1018,1018,1021,1020
16,1023,1022,1023,1023,1023,1020,1017,1015,1017,1023
26,1023,1021,1022,1023,1022,1020,1017,1015,1017,1023
26,1023,1022,1023,1023,1022,1020,1017,1015,1017,1023
26,1023,1023,1022,1023,1023,1020,1017,1015,1017,1023
26,1023,1023,1023,1023,1022,1020,1017,1015,1017,1023
16,1023,1023,1023,1023,1022,1019,1017,1016,1017,1022
16,1023,1023,1023,1023,1022,1022,1020,1021,1021,1021
16,1023,1023,1023,1023,1022,1022,1019,1016,1021,1021
26,1023,1023,1021,1023,1023,1022,1019,1016,1021,1021
16,1023,1023,1021,1023,1023,1022,1019,1017,1015,1019
16,1023,1023,1021,1023,1023,1023,1019,1018,1017,1018
26,1023,1023,1022,1023,1023,1023,1019,1018,1017,1018
26,1023,1023,1023,1023,1023,1023,1019,1018,1017,1018
26,1023,1023,1023,1023,1023,1023,1019,1018,1017,1018
16,1023,1023,1023,1023,1023,1021,1019,1017,1016,1022
16,1023,1023,1023,1023,1023,1021,1020,1017,1017,1022
26,1023,1023,1023,1023,1023,1021,1020,1017,1017,1022
26,1023,1023,1023,1023,1023,1021,1020,1017,1017,1022
16,1023,1023,1023,1023,1023,1021,1023,1018,1016,1020
16,1023,1023,1023,1023,1023,1011,1019,1018,1017,1015
16,1023,1023,1023,1023,1023,1021,1022,1019,1017,1018
26,1023,1023,1023,1022,1023,1021,1022,1019,1017,1018
26,1023,1023,1023,1023,1023,1021,1022,1019,1017,1018
26,1023,1023,1023,1023,1023,1021,1022,1019,1017,1018
16,1023,1023,1023,1023,1023,1017,1021,1019,1017,1016
16,1023,1023,1023,1023,1023,1023,1023,1022,1018,1018
26,1023,1023,1023,1023,1023,1023,1023,1022,1018,1018
16,1023,1023,1023,1023,1023,1017,1021,1020,1017,1016
16,1023,1023,1023,1023,1023,1020,1023,1023,1018,1016
26,1023,1023,1023,1023,1023,1020,1023,1023,1018,1016
26,1023,1023,1023,1023,1021,1020,1023,1023,1018,1016
16,1023,1023,1023,1023,1021,1020,1023,1023,1019,1018
26,1023,1023,1023,1023,1021,1020,1023,1023,1019,1018
26,1023,1022,1023,1023,1023,1020,1023,1023,1019,1018
16,1023,1022,1023,1023,1023,1020,1017,1022,1019,1017
16,1023,1022,1023,1023,1023,1021,1021,1021,1019,1017
16,1023,1022,1023,1023,1023,1011,1017,1021,1019,1017
16,1023,1022,1023,1023,1023,1021,1021,1021,1021,1017
26,1023,1023,1023,1023,1022,1021,1021,1021,1021,1017
26,1022,1023,1023,1023,1023,1021,1021,1021,1021,1017
26,1023,1023,1023,1023,1023,1021,1021,1021,1021,1017
26,1023,1023,1023,1023,1023,1021,1021,1021,1021,1017
16,1023,1023,1023,1023,1023,1014,1022,1020,1023,1018
16,1023,1023,1023,1023,1023,1021,1020,1023,1023,1020
26,1023,1023,1023,1023,1023,1021,1020,1023,1023,1020
16,1023,1023,1023,1023,1023,1016,1018,1017,1022,1019
16,1023,1023,1023,1023,1023,1021,1020,1023,1023,1021
26,1023,1023,1020,1023,1023,1021,1020,1023,1023,1021
26,1023,1023,1023,1023,1023,1021,1020,1023,1023,1021
26,1023,1023,1023,1023,1023,1021,1020,1023,1023,1021
16,1023,1023,1023,1023,1023,1015,1011,1017,1021,1020
16,1023,1023,1023,1023,1023,1021,1021,1021,1021,1022
16,1023,1023,1023,1023,1023,1021,1021,1021,1021,1023
26,1023,1023,1022,1023,1023,1021,1021,1021,1021,1023
26,1023,1022,1023,1023,1023,1021,1021,1021,1021,1023
16,1023,1022,1023,1023,1023,1021,1021,1021,1021,1022
16,1023,1022,1023,1023,1023,1021,1021,1020,1023,1021
26,1023,1023,1023,1023,1023,1021,1021,1020,1023,1021
26,1023,1022,1023,1023,1023,1021,1021,1020,1023,1021
16,1023,1022,1023,1023,1023,1018,1016,1013,1017,1021
16,1023,1022,1023,1023,1023,1021,1021,1021,1020,1023
26,1023,1023,1023,1023,1023,1021,1021,1021,1020,1023
26,1023,1023,1023,1023,1023,1021,1021,1021,1020,1023
